"Text";"Code"
"Utilsigtet peroperativ punktur eller læsion af tarm ved koloskopi";"DT812G1"
"Utilsigtet peroperativ punktur eller læsion af kvindeligt kønsorgan";"DT812H"
"Utilsigtet peroperativ perforation af uterus ved resektion";"DT812H1"
"Utilsigtet peroperativ punktur eller læsion af kar eller lymfesystem";"DT812K"
"Utilsigtet peroperativ læsion af nerve";"DT812N"
"Utilsigtet peroperativ læsion af led eller bløddele";"DT812O"
"Utilsigtet pneumothorax ved punktur";"DT812T"
"Utilsigtet peroperativ punktur eller læsion af urinveje";"DT812U"
"Utilsigtet peroperativ punktur eller læsion af nyre";"DT812UA"
"Utilsigtet peroperativ punktur eller læsion af nyrebækken";"DT812UB"
"Utilsigtet peroperativ punktur eller læsion af urinleder";"DT812UC"
"Utilsigtet peroperativ punktur eller læsion af urinblære";"DT812UD"
"Utilsigtet peroperativ punktur eller læsion af urinrør";"DT812UE"
"Utilsigtet peroperativ læsion af organ med samtidig intervention";"DT812V"
"Utilsigtet peroperativ læsion af organ uden samtidig intervention";"DT812W"
"Utilsigtet peroperativ læsion af retina";"DT812X"
"Postoperativ sårruptur IKA";"DT813"
"Anastomoselækage";"DT813A"
"Anastomoselækage, anastomose bevaret";"DT813A1"
"Anastomoselækage, anastomose nedbrudt";"DT813A2"
"Overfladisk bristning eller nekrose af operationssår";"DT813C"
"Dyb bristning af operationssår";"DT813D"
"Postoperativ komplikation ved anastomose eller stoma i gastrointestinalkanalen";"DT813G"
"Frakturskred eller pseudoartrose efter reposition med eller uden fiksation";"DT813O"
"Frakturskred efter reposition uden fiksation";"DT813O1"
"Frakturskred efter reposition med fiksation";"DT813O2"
"Sutur sprunget op";"DT813S"
"Postoperativ komplikation ved operation på thorax eller lunger";"DT813T"
"Postoperativ komplikation ved anastomose eller stoma i urinvejene";"DT813U"
"Infektion efter indgreb IKA";"DT814"
"Absces i operationscicatrice";"DT814A"
"Postoperativ intraabdominal absces";"DT814B"
"Postoperativ subfrenisk absces";"DT814C"
"Postoperativ sepsis";"DT814D"
"Postoperativt sårgranulom";"DT814E"
"Postoperativ sårinfektion";"DT814F"
"Postoperativ overfladisk sårinfektion";"DT814G"
"Postoperativ dyb sårinfektion";"DT814H"
"Postoperativ intraabdominal infektion UNS";"DT814I"
"Postoperativ retroperitoneal infektion";"DT814J"
"Postoperativ pneumoni";"DT814P"
"Postoperativ aspirationspneumoni";"DT814P1"
"Postoperativ urinvejsinfektion";"DT814U"
"Anden postoperativ infektion";"DT814X"
"Fremmedlegeme utilsigtet efterladt i operationsfelt";"DT815"
"Reaktion mod fremmedlegeme utilsigtet efterladt i operationsfelt";"DT816"
"Peritonitis (aseptisk, kemisk) forårsaget af fremmedlegeme utilsigtet efterladt i operationsfelt";"DT816A"
"Karkomplikation efter indgreb IKA";"DT817"
"Postoperativ luftemboli IKA";"DT817A"
"Tromboembolisk komplikation IKA";"DT817B"
"Postoperativ arteriel emboli eller trombose";"DT817B1"
"Postoperativ dyb venetrombose";"DT817C"
"Postoperativ lungeemboli";"DT817D"
"Postoperativ lymphocele";"DT817E"
"Lymphocele efter nyretransplantation";"DT817E1"
"Lymphocele efter karoperation";"DT817E2"
"Lymphocele efter eksstirpation af lymfeknude";"DT817E3"
"Trombose, emboli eller nekrose efter karoperation";"DT817K"
"Anden kirurgisk komplikation til indgreb IKA";"DT817X"
"Anden medicinsk komplikation til indgreb IKA";"DT817Y"
"Postoperativ apoplexia cerebri";"DT817Y1"
"Postoperativt akut myokardieinfarkt";"DT817Y2"
"Postoperativ hjerteinsufficiens";"DT817Y3"
"Postoperativ nyreinsufficiens";"DT817Y4"
"Anden komplikation til indgreb IKA";"DT818"
"Postoperativt subkutant emfysem";"DT818A"
"Fistel i cicatrice";"DT818B"
"Permanent postoperativ fistel";"DT818C"
"Siven af fostervand efter amniocentese";"DT818D"
"Postoperativ temperaturforhøjelse";"DT818E"
"Peroperativ blødning UNS";"DT818F"
"Postoperative sammenvoksninger i næsehulen";"DT818G"
"Tabt linsemateriale";"DT818H"
"Postoperative kroniske smerter";"DT818J"
"Postoperative kroniske smerter efter gynækologisk operation";"DT818J1"
"Komplikation til indgreb UNS";"DT819"
"Komplikationer til proteser, implantater og transplantater i hjerte og kar";"DT82"
"Mekanisk komplikation til hjerteklapprotese";"DT820"
"Insufficiens af hjerteklapprotese";"DT820A"
"Luksation af hjerteklapprotese";"DT820B"
"Stenose i hjerteklapprotese";"DT820C"
"Mekanisk komplikation til pacemaker";"DT821"
"Mekanisk komplikation til koronar bypass";"DT822"
"Stenose i koronar bypass";"DT822A"
"Mekanisk komplikation til anden karprotese eller -transplantat";"DT823"
"Mekanisk komplikation til aortaprotese eller -transplantat";"DT823A"
"Mekanisk komplikation til carotisprotese eller -transplantat";"DT823B"
"Mekanisk komplikation til arteria femoralis-protese eller -transplantat";"DT823C"
"Akut koronar stent-trombose";"DT823D"
"Koronar stent-restenose";"DT823E"
"Kateterkomplikation ved hæmodialyse";"DT824"
"Mekanisk komplikation til andet implantat eller transplantat i hjerte eller kar";"DT825"
"Malfunktion af a-v fistel";"DT825A"
"Infektion eller inflammation omkring hjerteklapprotese";"DT826"
"Infektion omkring hjerteklapprotese";"DT826A"
"Infektion eller inflammation omkring andet implantat eller transplantat i hjerte eller kar";"DT827"
"Infektion omkring hjerte-kar-protese UNS";"DT827A"
"Infektion omkring hjerte-kar-transplantat UNS";"DT827B"
"Infektion ved implanteret kardioverter-defibrillator";"DT827I"
"Infektion ved implanteret pacemaker";"DT827P"
"Anden komplikation til protese, implantat eller transplantat i hjerte eller kar";"DT828"
"Trombose i a-v fistel";"DT828A"
"Funktionsproblemer ved pacemakerbehandling";"DT828P"
"Manglende output (ingen pacespike)";"DT828PA"
"Manglende capture (exit blok) ved pacemaker";"DT828PB"
"Manglende capture i atriet ved pacemaker";"DT828PC"
"Manglende capture i ventriklen ved pacemaker";"DT828PD"
"Mangelfuld sensing ved pacemaker";"DT828PE"
"Oversensing ved pacemaker";"DT828PF"
"Oversensing i atriet ved pacemaker";"DT828PG"
"Oversensing i ventriklen ved pacemaker";"DT828PH"
"Undersensing ved pacemaker";"DT828PJ"
"Undersensing i atriet ved pacemaker";"DT828PK"
"Undersensing i ventriklen ved pacemaker";"DT828PL"
"Pacemakermedieret takykardi";"DT828PM"
"Uhensigtsmæssigt DC-stød ved pacemaker";"DT828PN"
"Komplikation til protese, implantat eller transplantat i hjerte eller kar UNS";"DT829"
"Komplikationer til urogenitale proteser, implantater og transplanter";"DT83"
"Mekanisk komplikation til urinvejskateterisering";"DT830"
"Mekanisk komplikation til andet utensilie eller implantat i urinvejene";"DT831"
"Mekanisk komplikation til transplantat i urinvejene";"DT832"
"Mekanisk komplikation til intrauterint utensilie";"DT833"
"Uterusperforation forårsaget af intrauterint kontraceptivt hjælpemiddel";"DT833A"
"Uterusperforation, IUD beliggende intraperitonealt";"DT833A1"
"Mekanisk komplikation til anden protese, implantat eller transplantat i kønsorganerne";"DT834"
"Infektion eller inflammation omkring protese, implantat eller transplantat i urinvejene";"DT835"
"Infektion ved implantat i urinvejene";"DT835A"
"Infektion ved protese i urinvejene";"DT835B"
"Infektion ved transplantat i urinvejene";"DT835C"
"Infektion eller inflammation omkring protese, implantat eller transplantat i kønsorganerne";"DT836"
"Infektion ved implantat i kønsorganerne";"DT836A"
"Infektion ved protese i kønsorganerne";"DT836B"
"Infektion ved transplantat i kønsorganerne";"DT836C"
"Anden komplikation til urogenital protese, implantat eller transplantat";"DT838"
"Banalt mekanisk kateterproblem";"DT838A"
"Nedbrydning af vaginalt implantat";"DT838B"
"Komplikation til urogenital protese, implantat eller transplantat UNS";"DT839"
"Komplikationer til interne ortopædiske proteser, implantater og transplantater";"DT84"
"Mekanisk komplikation til ledprotese";"DT840"
"Mekanisk komplikation til hofteledsprotese";"DT840A"
"Mekanisk komplikation til knæledsprotese";"DT840B"
"Mekanisk komplikation til intern fiksation af ekstremitetsknogle";"DT841"
"Mekanisk komplikation til intern fiksation af anden knogle";"DT842"
"Mekanisk komplikation til anden knogleprotese, -implantat eller -transplantat";"DT843"
"Mekanisk komplikation til anden ortopædisk protese, implantat eller transplantat";"DT844"
"Infektion eller inflammation omkring ledprotese";"DT845"
"Infektion omkring ledprotese";"DT845A"
"Infektion eller inflammation omkring internt fiksationsmateriale";"DT846"
"Infektion omkring internt fiksationsmateriale";"DT846A"
"Infektion eller inflammation omkring anden ortopædisk protese, implantat eller transplantat";"DT847"
"Anden komplikation til intern ortopædisk protese, implantat eller transplantat";"DT848"
"Komplikation til intern ortopædisk protese, implantat eller transplantat UNS";"DT849"
"Komplikationer til andre interne proteser, implantater og transplantater";"DT85"
"Mekanisk komplikation til ventrikulær intrakraniel shunt";"DT850"
"Mekanisk komplikation til elektronisk nervestimulator";"DT851"
"Mekanisk komplikation til intradural stimulator";"DT851A"
"Mekanisk komplikation til intraokulær kunstig linse";"DT852"
"Luksation af intraokulær kunstig linse";"DT852A"
"Mekanisk komplikation til anden protese, implantat eller transplantat i øje";"DT853"
"Mekanisk komplikation til øjenprotese";"DT853A"
"Mekanisk komplikation til andet implantat i øje";"DT853B"
"Mekanisk komplikation til corneatransplantat";"DT853C"
"Mekanisk komplikation til mammaprotese";"DT854"
"Mekanisk komplikation til gastrointestinal protese, implantat eller transplantat";"DT855"
"Mekanisk komplikation til gastrointestinalt implantat";"DT855A"
"Malfunktion af peritonealdialysekateter";"DT855A1"
"Mekanisk komplikation til gastrointestinal protese";"DT855B"
"Mekanisk komplikation til gastrointestinalt transplantat";"DT855C"
"Mekanisk komplikation til anden intern protese, implantat eller transplantat";"DT856"
"Mekanisk komplikation til epiduralt infusionkateter";"DT856A"
"Mekanisk komplikation til subduralt infusionkateter";"DT856B"
"Mekanisk komplikation til intraperitonealt dialysekateter";"DT856C"
"Suturgranulom";"DT856D"
"Infektion eller inflammation omkring anden intern protese, implantat eller transplantat";"DT857"
"Komplikation til intraduralt implantat";"DT857A"
"Anden komplikation til intern protese, implantat eller transplantat";"DT858"
"Excessiv periprostetisk fibrose";"DT858A"
"Lapnekrose";"DT858B"
"Komplikation til intern protese, implantat eller transplantat UNS";"DT859"
"Svigt og afstødning af transplanterede organer og væv";"DT86"
"Afstødning af knoglemarvstransplantat";"DT860"
"Graft-versus-host reaktion";"DT860A"
"Svigt eller afstødning af transplanteret nyre";"DT861"
"Svigt af nyretransplantat";"DT861A"
"Afstødning af nyretransplantat";"DT861B"
"Svigt eller afstødning af transplanteret hjerte";"DT862"
"Svigt af hjertetransplantat";"DT862A"
"Afstødning af hjertetransplantat";"DT862B"
"Svigt eller afstødning af hjerte-lunge-transplantat";"DT863"
"Svigt af hjerte-lunge-transplantat";"DT863A"
"Afstødning af hjerte-lunge-transplantat";"DT863B"
"Svigt eller afstødning af transplanteret lever";"DT864"
"Svigt af levertransplantat";"DT864A"
"Afstødning af levertransplantat";"DT864B"
"Svigt eller afstødning af andet transplanteret organ eller væv";"DT868"
"Svigt af transplanteret hud";"DT868A"
"Svigt af transplanteret tyndtarm";"DT868B"
"Svigt af transplanteret knogle";"DT868C"
"Svigt af transplanteret pancreas";"DT868D"
"Svigt af transplanteret lunge";"DT868E"
"Afstødning af transplanteret hud";"DT868F"
"Afstødning af transplanteret tyndtarm";"DT868G"
"Afstødning af transplanteret knogle";"DT868H"
"Afstødning af transplanteret pancreas";"DT868I"
"Afstødning af transplanteret lunge";"DT868J"
"Svigt eller afstødning af transplanteret organ eller væv UNS";"DT869"
"Komplikationer til påsætning og amputation";"DT87"
"Komplikation til påsætning af (del af) arm";"DT870"
"Komplikation til påsætning af (del af) ben";"DT871"
"Komplikation til påsætning af anden legemsdel";"DT872"
"Neurom i amputationsstump";"DT873"
"Infektion i amputationsstump";"DT874"
"Nekrose i amputationsstump";"DT875"
"Anden eller ikke specificeret komplikation i amputationstump";"DT876"
"Komplikation efter amputation UNS";"DT876A"
"Kontraktur efter amputation";"DT876B"
"Residualsmerter efter amputation";"DT876C"
"Hæmatom i amputationssår";"DT876D"
"Ødem efter amputation";"DT876E"
"Stumpsmerter";"DT876F"
"Andre komplikationer til kirurgisk og medicinsk behandling IKA";"DT88"
"Infektion efter vaccination";"DT880"
"Sepsis efter vaccination";"DT880A"
"Anden komplikation til vaccination eller immunisering";"DT881"
"Eksantem efter vaccination";"DT881A"
"Vaccinationsgranulom";"DT881B"
"Komplikation til vaccination eller immunisering UNS";"DT881C"
"Shock ved anæstesi";"DT882"
"Malign hypertermi ved anæstesi";"DT883"
"Mislykket eller vanskelig intubation";"DT884"
"Tandskader efter intubation";"DT884A"
"Skade på kæbe eller kæbeled efter intubation";"DT884B"
"Fejlplaceret tube under anæstesi";"DT884C"
"Anden komplikation til anæstesi";"DT885"
"Hypotermi efter anæstesi";"DT885A"
"Komplikation til epidural analgesi";"DT885E"
"Komplikation til generel anæstesi";"DT885G"
"Komplikation til spinal analgesi";"DT885S"
"Anafylaktisk shock ved korrekt administration af lægemiddel";"DT886"
"Lægemiddelbivirkning UNS";"DT887"
"Lægemiddelallergi UNS";"DT887A"
"Lægemiddelhypersensitivitet UNS";"DT887B"
"Lægemiddelidiosynkrasi UNS";"DT887C"
"Lægemiddelreaktion UNS";"DT887D"
"Anden komplikation til kirurgisk eller medicinsk behandling IKA";"DT888"
"Dysreguleret AK-behandling";"DT888K"
"Post-polypektomi syndrom";"DT888L"
"Neutropen feber ved cytostatisk behandling";"DT888N"
"Gips for stram";"DT888P"
"Gips for løs";"DT888Q"
"Problem med forbinding eller gips UNS";"DT888R"
"Peroperativ absorption af skyllevæske";"DT888S"
"Peroperativ absorption af NaCl-skyllevæske";"DT888S1"
"Peroperativ absorption af natriumcitratskyllevæske";"DT888S2"
"Peroperativ absorption af magnesiumcitratskyllevæske";"DT888S3"
"Peroperativ absorption af natriumbicarbonatskyllevæske";"DT888S4"
"Peroperativ absorption af glukoseskyllevæske";"DT888S5"
"Peroperativ absorption af sorbitolskyllevæske";"DT888S6"
"Peroperativ absorption af glycinskyllevæske";"DT888S7"
"Peroperativ absorption af mannitolskyllevæske";"DT888S8"
"TUR-P syndrom";"DT888T"
"Anden komplikation til endoskopi";"DT888U"
"Medicinsk komplikation til koloskopi";"DT888U1"
"Symptom eller klage vedrørende briller";"DT888X"
"Symptom eller klage vedrørende kontaktlinser";"DT888Y"
"Komplikation til kirurgisk eller medicinsk behandling UNS";"DT889"
"Infektioner opstået i forbindelse med sygehusbehandling";"DT89"
"Nosokomiel infektion";"DT899"
"Følger af læsioner, forgiftning og andre ydre påvirkninger [DT90-DT98]";""
"Følgetilstande efter læsion af hovedet";"DT90"
"Følgetilstand efter overfladisk læsion af hovedet";"DT900"
"Følgetilstand efter åbent sår på hovedet";"DT901"
"Følgetilstand efter fraktur af kraniet eller ansigtet";"DT902"
"Følgetilstand efter fraktur i kraniet";"DT902A"
"Følgetilstand efter fraktur i ansigtet";"DT902B"
"Følgetilstand efter læsion af kranienerve";"DT903"
"Følgetilstand efter læsion af øje eller øjenhule";"DT904"
"Følgetilstand efter læsion af øje";"DT904B"
"Følgetilstand efter læsion af øjenhule";"DT904C"
"Følgetilstand efter intrakraniel læsion";"DT905"
"Følgetilstand efter anden læsion af hovedet";"DT908"
"Følgetilstand efter læsion af øre";"DT908A"
"Følgetilstand efter læsion af hovedet UNS";"DT909"
"Følgetilstand efter læsion af halsen og kroppen";"DT91"
"Følgetilstand efter overfladisk læsion eller åbent sår på halsen eller kroppen";"DT910"
"Følgetilstand efter fraktur i rygsøjlen";"DT911"
"Følgetilstand efter anden fraktur i thorax eller bækkenet";"DT912"
"Følgetilstand efter fraktur i bækkenet";"DT912A"
"Følgetilstand efter fraktur i thorax";"DT912B"
"Følgetilstand efter rygmarvslæsion";"DT913"
"Følgetilstand efter læsion af intratorakalt organ";"DT914"
"Følgetilstand efter læsion af organ i abdomen eller bækkenet";"DT915"
"Følgetilstand efter læsion af organ i abdomen";"DT915A"
"Følgetilstand efter læsion af organ i bækkenet";"DT915B"
"Følgetilstand efter anden læsion af halsen eller kroppen";"DT918"
"Følgetilstand efter læsion af halsen eller kroppen UNS";"DT919"
"Følgetilstande efter læsion af overekstremitet";"DT92"
"Følgetilstand efter sårlæsion på overekstremitet";"DT920"
"Følgetilstand efter fraktur i arm";"DT921"
"Følgetilstand efter fraktur i håndled eller hånd";"DT922"
"Følgetilstand efter fraktur i håndled";"DT922A"
"Følgetilstand efter fraktur i hånd";"DT922B"
"Følgetilstand efter luksation eller distorsion i overekstremitet";"DT923"
"Følgetilstand efter distorsion i overekstremitet";"DT923A"
"Følgetilstand efter luksation i overekstremitet";"DT923B"
"Følgetilstand efter nervelæsion i overekstremitet";"DT924"
"Følgetilstand efter muskel- eller senelæsion i overekstremitet";"DT925"
"Følgetilstand efter muskellæsion i overekstremitet";"DT925A"
"Følgetilstand efter senelæsion i overekstremitet";"DT925B"
"Følgetilstand efter knusningslæsion eller traumatisk amputation på overekstremitet";"DT926"
"Følgetilstand efter traumatisk amputation på overekstremitet";"DT926A"
"Følgetilstand efter knusningslæsion på overekstremitet";"DT926B"
"Følgetilstand efter anden læsion af overekstremitet";"DT928"
"Følgetilstand efter læsion af overekstremitet UNS";"DT929"
"Følgetilstande efter læsion af underekstremitet";"DT93"
"Følgetilstand efter sårlæsion på underekstremitet";"DT930"
"Følgetilstand efter fraktur af lårben";"DT931"
"Følgetilstand efter anden fraktur i underekstremitet";"DT932"
"Følgetilstand efter luksation eller distorsion i underekstremitet";"DT933"
"Følgetilstand efter distorsion i underekstremitet";"DT933A"
"Følgetilstand efter luksation i underekstremitet";"DT933B"
"Følgetilstand efter nervelæsion i underekstremitet";"DT934"
"Følgetilstand efter muskel- eller senelæsion i underekstremitet";"DT935"
"Følgetilstand efter muskellæsion i underekstremitet";"DT935A"
"Følgetilstand efter senelæsion i underekstremitet";"DT935B"
"Følgetilstand efter knusningslæsion eller traumatisk amputation på underekstremitet";"DT936"
"Følgetilstand efter knusningslæsion på underekstremitet";"DT936A"
"Følgetilstand efter traumatisk amputation på underekstremitet";"DT936B"
"Følgetilstand efter anden læsion af underekstremitet";"DT938"
"Følgetilstand efter læsion af underekstremitet UNS";"DT939"
